prospect_id,full_name,title,seniority_tier,seniority_mult,company,is_mql,is_opp,is_closed_won,pipeline_value,touch_number,channel,campaign_name,utm_source,utm_medium,utm_campaign,utm_content,utm_term,timestamp,form_type
PRO-00292,Finley Johnson,Data Engineering Manager,manager,1.0,Streamlink,True,False,False,0,1,linkedin,LI-ABM-Strategic-ENT,linkedin,paid-social,li_abm_strategic_ent,single-image_thought-leadership_cta-download,li-mid-analytics-directors,2025-10-20T11:56:00,trial_signup
PRO-00292,Finley Johnson,Data Engineering Manager,manager,1.0,Streamlink,True,False,False,0,2,linkedin,LI-Retarget-SiteVisitors-30d,linkedin,paid-social,li_retarget_sitevisitors_30d,single-image_product-feature_cta-trial,li-ent-data-engineers,2025-10-27T16:39:00,demo_request
PRO-00293,Elliot Patel,BI Analyst,ic_analyst,0.75,Stratum Data,True,True,True,87818,1,google,GGL-Competitor-Pipeform-Alt,google,paid-search,ggl_competitor_pipeform_alt,text-ad_rlsa,syncflow-alternative,2025-07-28T12:07:00,newsletter_signup
PRO-00293,Elliot Patel,BI Analyst,ic_analyst,0.75,Stratum Data,True,True,True,87818,2,linkedin,LI-MOFU-Trial-AnalyticsTeams,linkedin,paid-social,li_mofu_trial_analyticsteams,single-image_product-feature_cta-trial,li-retarget-site-visitors-30d,2025-08-04T11:03:00,gated_content_download
PRO-00293,Elliot Patel,BI Analyst,ic_analyst,0.75,Stratum Data,True,True,True,87818,3,google,GGL-RLSA-HighIntent-Visitors,google,paid-search,ggl_rlsa_highintent_visitors,text-ad_search,streamlink-vs-syncflow,2025-08-14T13:05:00,gated_content_download
PRO-00293,Elliot Patel,BI Analyst,ic_analyst,0.75,Stratum Data,True,True,True,87818,4,google,GGL-RLSA-HighIntent-Visitors,google,paid-search,ggl_rlsa_highintent_visitors,text-ad_search,streamlink-vs-syncflow,2025-08-22T11:12:00,newsletter_signup
PRO-00294,Indigo Miller,Director of Data Engineering,director,1.25,Onyx Intelligence,True,True,True,146344,1,linkedin,LI-ABM-Strategic-ENT,linkedin,paid-social,li_abm_strategic_ent,single-image_social-proof_cta-learn-more,li-ent-data-engineers,2025-06-24T08:52:00,trial_signup
PRO-00294,Indigo Miller,Director of Data Engineering,director,1.25,Onyx Intelligence,True,True,True,146344,2,linkedin,LI-MOFU-Trial-AnalyticsTeams,linkedin,paid-social,li_mofu_trial_analyticsteams,single-image_pain-point_cta-trial,li-ent-data-engineers,2025-07-10T15:48:00,demo_request
PRO-00294,Indigo Miller,Director of Data Engineering,director,1.25,Onyx Intelligence,True,True,True,146344,3,linkedin,LI-Retarget-SiteVisitors-30d,linkedin,paid-social,li_retarget_sitevisitors_30d,single-image_social-proof_cta-demo,li-ent-data-engineers,2025-07-31T08:24:00,demo_request
PRO-00295,Reese Kim,Data Engineering Manager,manager,1.0,Nexlayer,True,False,False,0,1,google,GGL-Competitor-Pipeform-Alt,google,paid-search,ggl_competitor_pipeform_alt,text-ad_search,pipeform-alternative,2025-07-15T14:06:00,trial_signup
PRO-00295,Reese Kim,Data Engineering Manager,manager,1.0,Nexlayer,True,False,False,0,2,google,GGL-Competitor-Pipeform-Alt,google,paid-search,ggl_competitor_pipeform_alt,text-ad_competitor,pipeform-alternative,2025-07-31T08:29:00,gated_content_download
PRO-00296,Sage Lewis,BI Manager,manager,1.0,Syncflow,True,False,False,0,1,linkedin,LI-ENT-Awareness-DataPipeline,linkedin,paid-social,li_ent_awareness_datapipeline,single-image_social-proof_cta-learn-more,li-abm-strategic-accounts,2025-02-25T09:00:00,gated_content_download
PRO-00296,Sage Lewis,BI Manager,manager,1.0,Syncflow,True,False,False,0,2,google,GGL-RLSA-HighIntent-Visitors,google,paid-search,ggl_rlsa_highintent_visitors,text-ad_competitor,data-integration-platform,2025-03-12T12:22:00,gated_content_download
PRO-00296,Sage Lewis,BI Manager,manager,1.0,Syncflow,True,False,False,0,3,g2,G2-Retarget-CategoryBuyers,g2,review-site,g2_retarget_categorybuyers,badge-display_integration,pipeline-software-evaluation,2025-03-21T08:03:00,demo_request
PRO-00297,Cameron Harris,Analytics Manager,manager,1.0,Catalyst Systems,True,True,False,96263,1,linkedin,LI-ENT-Awareness-DataPipeline,linkedin,paid-social,li_ent_awareness_datapipeline,single-image_social-proof_cta-demo,li-ent-data-engineers,2025-06-09T17:21:00,gated_content_download
PRO-00297,Cameron Harris,Analytics Manager,manager,1.0,Catalyst Systems,True,True,False,96263,2,linkedin,LI-MOFU-Demo-DataEngineers,linkedin,paid-social,li_mofu_demo_dataengineers,single-image_social-proof_cta-learn-more,li-mid-analytics-directors,2025-06-30T16:54:00,newsletter_signup
PRO-00298,Harper Martinez,Senior Data Engineer,ic_analyst,0.75,Cloudnetic,False,False,False,0,1,linkedin,LI-MOFU-Trial-AnalyticsTeams,linkedin,paid-social,li_mofu_trial_analyticsteams,single-image_pain-point_cta-demo,li-lookalike-closed-won,2025-06-03T14:21:00,gated_content_download
PRO-00298,Harper Martinez,Senior Data Engineer,ic_analyst,0.75,Cloudnetic,False,False,False,0,2,linkedin,LI-Retarget-SiteVisitors-30d,linkedin,paid-social,li_retarget_sitevisitors_30d,single-image_social-proof_cta-learn-more,li-mid-analytics-directors,2025-06-10T11:44:00,newsletter_signup
PRO-00298,Harper Martinez,Senior Data Engineer,ic_analyst,0.75,Cloudnetic,False,False,False,0,3,google,GGL-Competitor-Pipeform-Alt,google,paid-search,ggl_competitor_pipeform_alt,text-ad_search,etl-software,2025-06-30T13:51:00,gated_content_download
PRO-00298,Harper Martinez,Senior Data Engineer,ic_analyst,0.75,Cloudnetic,False,False,False,0,4,g2,G2-GridReport-ETL-Gated,g2,review-site,g2_gridreport_etl_gated,badge-display_integration,data-integration-review,2025-07-08T13:01:00,gated_content_download
PRO-00299,Jordan Chen,Director of Analytics,director,1.25,Prismware,False,False,False,0,1,google,GGL-NonBrand-ETL-Tools,google,paid-search,ggl_nonbrand_etl_tools,text-ad_search,data-pipeline-tools,2025-05-15T10:21:00,gated_content_download
PRO-00299,Jordan Chen,Director of Analytics,director,1.25,Prismware,False,False,False,0,2,linkedin,LI-ABM-Strategic-ENT,linkedin,paid-social,li_abm_strategic_ent,single-image_social-proof_cta-demo,li-lookalike-closed-won,2025-06-04T12:58:00,newsletter_signup
PRO-00300,Avery Davis,Director of Business Intelligence,director,1.25,Helix Analytics,True,True,True,84246,1,linkedin,LI-Retarget-PricingPage-14d,linkedin,paid-social,li_retarget_pricingpage_14d,single-image_pain-point_cta-trial,li-ent-data-engineers,2025-09-29T17:56:00,gated_content_download
PRO-00300,Avery Davis,Director of Business Intelligence,director,1.25,Helix Analytics,True,True,True,84246,2,linkedin,LI-Retarget-SiteVisitors-30d,linkedin,paid-social,li_retarget_sitevisitors_30d,single-image_product-feature_cta-demo,li-retarget-site-visitors-30d,2025-10-20T10:50:00,gated_content_download
PRO-00300,Avery Davis,Director of Business Intelligence,director,1.25,Helix Analytics,True,True,True,84246,3,g2,G2-Retarget-CategoryBuyers,g2,review-site,g2_retarget_categorybuyers,retarget-banner_category,etl-tools-comparison,2025-11-03T11:58:00,trial_signup
PRO-00301,Jordan Thompson,Director of Analytics,director,1.25,Meridian Cloud,True,True,True,105531,1,google,GGL-Competitor-Pipeform-Alt,google,paid-search,ggl_competitor_pipeform_alt,text-ad_competitor,pipeform-alternative,2025-10-27T15:13:00,gated_content_download
PRO-00301,Jordan Thompson,Director of Analytics,director,1.25,Meridian Cloud,True,True,True,105531,2,programmatic,DSP-Retarget-HighIntent-14d,stackadapt,display,dsp_retarget_highintent_14d,display-banner_retarget,lookalike-data-engineers,2025-11-11T14:48:00,newsletter_signup
PRO-00301,Jordan Thompson,Director of Analytics,director,1.25,Meridian Cloud,True,True,True,105531,3,linkedin,LI-Retarget-PricingPage-14d,linkedin,paid-social,li_retarget_pricingpage_14d,single-image_product-feature_cta-trial,li-retarget-site-visitors-30d,2025-11-24T13:33:00,newsletter_signup
PRO-00301,Jordan Thompson,Director of Analytics,director,1.25,Meridian Cloud,True,True,True,105531,4,google,GGL-Brand-Syncflow-Exact,google,paid-search,ggl_brand_syncflow_exact,text-ad_search,data-integration-platform,2025-12-11T17:41:00,trial_signup
PRO-00302,Finley Johnson,Data Analyst,ic_analyst,0.75,Horizon Analytics,True,False,False,0,1,linkedin,LI-MOFU-Demo-DataEngineers,linkedin,paid-social,li_mofu_demo_dataengineers,single-image_social-proof_cta-learn-more,li-abm-strategic-accounts,2025-03-10T09:18:00,gated_content_download
PRO-00302,Finley Johnson,Data Analyst,ic_analyst,0.75,Horizon Analytics,True,False,False,0,2,google,GGL-Competitor-Pipeform-Alt,google,paid-search,ggl_competitor_pipeform_alt,text-ad_rlsa,data-integration-platform,2025-03-25T17:21:00,gated_content_download
PRO-00302,Finley Johnson,Data Analyst,ic_analyst,0.75,Horizon Analytics,True,False,False,0,3,linkedin,LI-Retarget-SiteVisitors-30d,linkedin,paid-social,li_retarget_sitevisitors_30d,single-image_product-feature_cta-trial,li-mid-analytics-directors,2025-04-08T13:17:00,gated_content_download
PRO-00303,Cameron Lee,Data Engineering Manager,manager,1.0,Luminary Data,True,False,False,0,1,linkedin,LI-ENT-Awareness-DataPipeline,linkedin,paid-social,li_ent_awareness_datapipeline,single-image_social-proof_cta-learn-more,li-retarget-site-visitors-30d,2025-04-28T09:07:00,gated_content_download
PRO-00303,Cameron Lee,Data Engineering Manager,manager,1.0,Luminary Data,True,False,False,0,2,g2,G2-Retarget-CategoryBuyers,g2,review-site,g2_retarget_categorybuyers,badge-display_integration,etl-tools-comparison,2025-05-12T12:19:00,trial_signup
PRO-00303,Cameron Lee,Data Engineering Manager,manager,1.0,Luminary Data,True,False,False,0,3,g2,G2-Badge-LP-Integration,g2,review-site,g2_badge_lp_integration,badge-display_integration,data-integration-review,2025-05-21T16:58:00,trial_signup
PRO-00303,Cameron Lee,Data Engineering Manager,manager,1.0,Luminary Data,True,False,False,0,4,g2,G2-Retarget-CategoryBuyers,g2,review-site,g2_retarget_categorybuyers,gated-report_etl,data-integration-review,2025-06-03T14:52:00,newsletter_signup
PRO-00304,Casey Walker,Director of Analytics,director,1.25,Pulsestream,True,False,False,0,1,linkedin,LI-MOFU-Trial-AnalyticsTeams,linkedin,paid-social,li_mofu_trial_analyticsteams,single-image_product-feature_cta-trial,li-retarget-site-visitors-30d,2025-09-22T17:50:00,trial_signup
PRO-00304,Casey Walker,Director of Analytics,director,1.25,Pulsestream,True,False,False,0,2,g2,G2-Retarget-CategoryBuyers,g2,review-site,g2_retarget_categorybuyers,badge-display_integration,etl-tools-comparison,2025-10-06T11:27:00,gated_content_download
PRO-00304,Casey Walker,Director of Analytics,director,1.25,Pulsestream,True,False,False,0,3,linkedin,LI-Retarget-SiteVisitors-30d,linkedin,paid-social,li_retarget_sitevisitors_30d,single-image_thought-leadership_cta-download,li-ent-data-engineers,2025-10-27T16:01:00,newsletter_signup
PRO-00305,Skyler Miller,Data Platform Manager,manager,1.0,Vaultbase,True,True,True,85579,1,linkedin,LI-Retarget-SiteVisitors-30d,linkedin,paid-social,li_retarget_sitevisitors_30d,single-image_pain-point_cta-demo,li-mid-analytics-directors,2025-10-03T12:20:00,gated_content_download
PRO-00305,Skyler Miller,Data Platform Manager,manager,1.0,Vaultbase,True,True,True,85579,2,g2,G2-Retarget-CategoryBuyers,g2,review-site,g2_retarget_categorybuyers,retarget-banner_category,data-integration-review,2025-10-15T17:40:00,demo_request
PRO-00305,Skyler Miller,Data Platform Manager,manager,1.0,Vaultbase,True,True,True,85579,3,linkedin,LI-Retarget-SiteVisitors-30d,linkedin,paid-social,li_retarget_sitevisitors_30d,single-image_product-feature_cta-trial,li-ent-data-engineers,2025-10-27T14:04:00,gated_content_download
PRO-00305,Skyler Miller,Data Platform Manager,manager,1.0,Vaultbase,True,True,True,85579,4,google,GGL-Brand-Syncflow-Exact,google,paid-search,ggl_brand_syncflow_exact,text-ad_search,streamlink-vs-syncflow,2025-11-10T12:05:00,newsletter_signup
PRO-00306,Cameron Williams,Director of Data Engineering,director,1.25,Vaultbase,True,False,False,0,1,linkedin,LI-ABM-Strategic-ENT,linkedin,paid-social,li_abm_strategic_ent,single-image_product-feature_cta-demo,li-lookalike-closed-won,2025-07-08T16:00:00,gated_content_download
PRO-00306,Cameron Williams,Director of Data Engineering,director,1.25,Vaultbase,True,False,False,0,2,google,GGL-RLSA-HighIntent-Visitors,google,paid-search,ggl_rlsa_highintent_visitors,text-ad_search,data-integration-platform,2025-07-16T10:34:00,demo_request
PRO-00306,Cameron Williams,Director of Data Engineering,director,1.25,Vaultbase,True,False,False,0,3,programmatic,DSP-Awareness-DataEngineers,stackadapt,display,dsp_awareness_dataengineers,display-banner_awareness,lookalike-data-engineers,2025-08-05T11:08:00,newsletter_signup
PRO-00307,Cameron Harris,Data Platform Manager,manager,1.0,Prismware,False,False,False,0,1,linkedin,LI-MOFU-Trial-AnalyticsTeams,linkedin,paid-social,li_mofu_trial_analyticsteams,single-image_social-proof_cta-learn-more,li-abm-strategic-accounts,2025-01-06T10:28:00,gated_content_download
PRO-00307,Cameron Harris,Data Platform Manager,manager,1.0,Prismware,False,False,False,0,2,google,GGL-Brand-Syncflow-Exact,google,paid-search,ggl_brand_syncflow_exact,text-ad_competitor,etl-software,2025-01-22T15:29:00,gated_content_download
PRO-00308,Dana Wilson,Data Analyst,ic_analyst,0.75,Solaris Data,True,False,False,0,1,linkedin,LI-Retarget-SiteVisitors-30d,linkedin,paid-social,li_retarget_sitevisitors_30d,single-image_product-feature_cta-demo,li-lookalike-closed-won,2025-03-31T14:15:00,gated_content_download
PRO-00308,Dana Wilson,Data Analyst,ic_analyst,0.75,Solaris Data,True,False,False,0,2,google,GGL-Competitor-Pipeform-Alt,google,paid-search,ggl_competitor_pipeform_alt,text-ad_competitor,etl-software,2025-04-17T10:44:00,gated_content_download
PRO-00308,Dana Wilson,Data Analyst,ic_analyst,0.75,Solaris Data,True,False,False,0,3,programmatic,DSP-ABM-AirCover-Strategic,stackadapt,display,dsp_abm_aircover_strategic,display-banner_awareness,lookalike-data-engineers,2025-05-07T10:17:00,trial_signup
PRO-00309,Noel White,Data Engineer,ic_analyst,0.75,Nexlayer,True,False,False,0,1,linkedin,LI-MOFU-Demo-DataEngineers,linkedin,paid-social,li_mofu_demo_dataengineers,single-image_social-proof_cta-learn-more,li-abm-strategic-accounts,2025-09-16T13:26:00,gated_content_download
PRO-00309,Noel White,Data Engineer,ic_analyst,0.75,Nexlayer,True,False,False,0,2,g2,G2-Retarget-CategoryBuyers,g2,review-site,g2_retarget_categorybuyers,badge-display_integration,data-integration-review,2025-09-23T09:40:00,gated_content_download
PRO-00309,Noel White,Data Engineer,ic_analyst,0.75,Nexlayer,True,False,False,0,3,g2,G2-Badge-LP-Integration,g2,review-site,g2_badge_lp_integration,gated-report_etl,pipeline-software-evaluation,2025-10-06T11:25:00,demo_request
PRO-00309,Noel White,Data Engineer,ic_analyst,0.75,Nexlayer,True,False,False,0,4,g2,G2-GridReport-ETL-Gated,g2,review-site,g2_gridreport_etl_gated,retarget-banner_category,pipeline-software-evaluation,2025-10-20T15:31:00,gated_content_download
PRO-00310,Parker Johnson,Senior Data Engineer,ic_analyst,0.75,Conduitly,True,True,False,88652,1,google,GGL-NonBrand-ETL-Tools,google,paid-search,ggl_nonbrand_etl_tools,text-ad_search,streamlink-vs-syncflow,2025-06-02T09:34:00,trial_signup
PRO-00310,Parker Johnson,Senior Data Engineer,ic_analyst,0.75,Conduitly,True,True,False,88652,2,google,GGL-NonBrand-ETL-Tools,google,paid-search,ggl_nonbrand_etl_tools,text-ad_search,streamlink-vs-syncflow,2025-06-19T12:09:00,gated_content_download
PRO-00311,Hayden Jackson,Data Engineering Manager,manager,1.0,Tangent Labs,True,True,True,77879,1,linkedin,LI-ENT-Awareness-DataPipeline,linkedin,paid-social,li_ent_awareness_datapipeline,single-image_product-feature_cta-demo,li-mid-analytics-directors,2025-06-09T15:03:00,demo_request
PRO-00311,Hayden Jackson,Data Engineering Manager,manager,1.0,Tangent Labs,True,True,True,77879,2,linkedin,LI-MOFU-Trial-AnalyticsTeams,linkedin,paid-social,li_mofu_trial_analyticsteams,single-image_pain-point_cta-demo,li-ent-data-engineers,2025-06-23T11:12:00,gated_content_download
PRO-00311,Hayden Jackson,Data Engineering Manager,manager,1.0,Tangent Labs,True,True,True,77879,3,google,GGL-RLSA-HighIntent-Visitors,google,paid-search,ggl_rlsa_highintent_visitors,text-ad_search,streamlink-vs-syncflow,2025-07-03T09:14:00,gated_content_download
PRO-00312,Blake White,Director of Analytics,director,1.25,Tangent Labs,True,False,False,0,1,linkedin,LI-ENT-Awareness-DataPipeline,linkedin,paid-social,li_ent_awareness_datapipeline,single-image_thought-leadership_cta-learn-more,li-retarget-site-visitors-30d,2025-07-22T14:07:00,gated_content_download
PRO-00312,Blake White,Director of Analytics,director,1.25,Tangent Labs,True,False,False,0,2,google,GGL-Competitor-Pipeform-Alt,google,paid-search,ggl_competitor_pipeform_alt,text-ad_search,etl-software,2025-08-04T13:00:00,newsletter_signup
PRO-00312,Blake White,Director of Analytics,director,1.25,Tangent Labs,True,False,False,0,3,g2,G2-GridReport-ETL-Gated,g2,review-site,g2_gridreport_etl_gated,badge-display_integration,data-integration-review,2025-08-15T17:23:00,trial_signup
PRO-00312,Blake White,Director of Analytics,director,1.25,Tangent Labs,True,False,False,0,4,g2,G2-Retarget-CategoryBuyers,g2,review-site,g2_retarget_categorybuyers,gated-report_etl,data-integration-review,2025-08-29T09:45:00,demo_request
PRO-00313,Elliot Martinez,Analytics Manager,manager,1.0,Pulsestream,True,False,False,0,1,linkedin,LI-Retarget-SiteVisitors-30d,linkedin,paid-social,li_retarget_sitevisitors_30d,single-image_product-feature_cta-trial,li-lookalike-closed-won,2025-06-12T15:04:00,newsletter_signup
PRO-00313,Elliot Martinez,Analytics Manager,manager,1.0,Pulsestream,True,False,False,0,2,google,GGL-Brand-Syncflow-Exact,google,paid-search,ggl_brand_syncflow_exact,text-ad_search,etl-software,2025-06-30T11:32:00,newsletter_signup
PRO-00313,Elliot Martinez,Analytics Manager,manager,1.0,Pulsestream,True,False,False,0,3,g2,G2-Badge-LP-Integration,g2,review-site,g2_badge_lp_integration,gated-report_etl,pipeline-software-evaluation,2025-07-21T09:19:00,gated_content_download
PRO-00314,Avery Rodriguez,Director of Data Engineering,director,1.25,Pulsestream,True,False,False,0,1,linkedin,LI-Retarget-PricingPage-14d,linkedin,paid-social,li_retarget_pricingpage_14d,single-image_pain-point_cta-demo,li-abm-strategic-accounts,2025-08-18T13:08:00,trial_signup
PRO-00314,Avery Rodriguez,Director of Data Engineering,director,1.25,Pulsestream,True,False,False,0,2,linkedin,LI-ABM-Strategic-ENT,linkedin,paid-social,li_abm_strategic_ent,single-image_thought-leadership_cta-learn-more,li-retarget-site-visitors-30d,2025-09-01T12:48:00,gated_content_download
PRO-00315,Indigo Allen,Analytics Engineer,ic_analyst,0.75,Ember Analytics,True,True,True,67932,1,linkedin,LI-Retarget-PricingPage-14d,linkedin,paid-social,li_retarget_pricingpage_14d,single-image_pain-point_cta-demo,li-ent-data-engineers,2025-07-15T16:20:00,trial_signup
PRO-00315,Indigo Allen,Analytics Engineer,ic_analyst,0.75,Ember Analytics,True,True,True,67932,2,g2,G2-GridReport-ETL-Gated,g2,review-site,g2_gridreport_etl_gated,gated-report_etl,etl-tools-comparison,2025-07-23T11:03:00,gated_content_download
PRO-00315,Indigo Allen,Analytics Engineer,ic_analyst,0.75,Ember Analytics,True,True,True,67932,3,google,GGL-NonBrand-ETL-Tools,google,paid-search,ggl_nonbrand_etl_tools,text-ad_competitor,etl-software,2025-08-08T16:53:00,gated_content_download
PRO-00316,Riley Martin,Director of Data,director,1.25,Vaultbase,True,False,False,0,1,google,GGL-Brand-Syncflow-Exact,google,paid-search,ggl_brand_syncflow_exact,text-ad_rlsa,data-integration-platform,2025-04-14T12:55:00,gated_content_download
PRO-00316,Riley Martin,Director of Data,director,1.25,Vaultbase,True,False,False,0,2,google,GGL-RLSA-HighIntent-Visitors,google,paid-search,ggl_rlsa_highintent_visitors,text-ad_rlsa,data-pipeline-tools,2025-04-28T15:27:00,trial_signup
PRO-00316,Riley Martin,Director of Data,director,1.25,Vaultbase,True,False,False,0,3,programmatic,DSP-ABM-AirCover-Strategic,stackadapt,display,dsp_abm_aircover_strategic,display-banner_retarget,lookalike-data-engineers,2025-05-19T15:01:00,newsletter_signup
PRO-00316,Riley Martin,Director of Data,director,1.25,Vaultbase,True,False,False,0,4,google,GGL-RLSA-HighIntent-Visitors,google,paid-search,ggl_rlsa_highintent_visitors,text-ad_rlsa,syncflow-alternative,2025-06-03T10:16:00,gated_content_download
PRO-00317,Morgan Miller,Analytics Engineer,ic_analyst,0.75,Dataduct,True,False,False,0,1,google,GGL-RLSA-HighIntent-Visitors,google,paid-search,ggl_rlsa_highintent_visitors,text-ad_competitor,syncflow-alternative,2025-04-08T08:00:00,newsletter_signup
PRO-00317,Morgan Miller,Analytics Engineer,ic_analyst,0.75,Dataduct,True,False,False,0,2,programmatic,DSP-Retarget-HighIntent-14d,stackadapt,display,dsp_retarget_highintent_14d,display-banner_retarget,retarget-site-visitors-14d,2025-04-29T14:25:00,gated_content_download
PRO-00318,Indigo Nguyen,Analytics Engineer,ic_analyst,0.75,Pulsestream,True,False,False,0,1,google,GGL-RLSA-HighIntent-Visitors,google,paid-search,ggl_rlsa_highintent_visitors,text-ad_rlsa,pipeform-alternative,2025-08-12T12:49:00,trial_signup
PRO-00318,Indigo Nguyen,Analytics Engineer,ic_analyst,0.75,Pulsestream,True,False,False,0,2,linkedin,LI-MOFU-Trial-AnalyticsTeams,linkedin,paid-social,li_mofu_trial_analyticsteams,single-image_product-feature_cta-demo,li-mid-analytics-directors,2025-08-29T13:44:00,gated_content_download
PRO-00319,Elliot Martinez,VP of Analytics,c_suite_vp,1.5,Ember Analytics,True,True,False,111918,1,linkedin,LI-Retarget-SiteVisitors-30d,linkedin,paid-social,li_retarget_sitevisitors_30d,single-image_social-proof_cta-demo,li-ent-data-engineers,2025-08-22T10:16:00,gated_content_download
PRO-00319,Elliot Martinez,VP of Analytics,c_suite_vp,1.5,Ember Analytics,True,True,False,111918,2,g2,G2-GridReport-ETL-Gated,g2,review-site,g2_gridreport_etl_gated,retarget-banner_category,etl-tools-comparison,2025-09-01T14:25:00,trial_signup
PRO-00320,Logan White,Senior Data Engineer,ic_analyst,0.75,Ember Analytics,True,True,False,75658,1,google,GGL-NonBrand-DataPipeline,google,paid-search,ggl_nonbrand_datapipeline,text-ad_search,syncflow-alternative,2025-07-30T09:06:00,trial_signup
PRO-00320,Logan White,Senior Data Engineer,ic_analyst,0.75,Ember Analytics,True,True,False,75658,2,google,GGL-NonBrand-ETL-Tools,google,paid-search,ggl_nonbrand_etl_tools,text-ad_rlsa,etl-software,2025-08-20T14:44:00,gated_content_download
PRO-00320,Logan White,Senior Data Engineer,ic_analyst,0.75,Ember Analytics,True,True,False,75658,3,linkedin,LI-Retarget-PricingPage-14d,linkedin,paid-social,li_retarget_pricingpage_14d,single-image_product-feature_cta-demo,li-mid-analytics-directors,2025-09-08T14:33:00,gated_content_download
PRO-00321,Taylor Anderson,Analytics Engineer,ic_analyst,0.75,Crestline Systems,True,True,False,36160,1,google,GGL-Competitor-Pipeform-Alt,google,paid-search,ggl_competitor_pipeform_alt,text-ad_rlsa,streamlink-vs-syncflow,2025-04-04T11:16:00,demo_request
PRO-00321,Taylor Anderson,Analytics Engineer,ic_analyst,0.75,Crestline Systems,True,True,False,36160,2,linkedin,LI-MOFU-Trial-AnalyticsTeams,linkedin,paid-social,li_mofu_trial_analyticsteams,single-image_pain-point_cta-trial,li-retarget-site-visitors-30d,2025-04-14T10:05:00,gated_content_download
PRO-00322,Alex Patel,Data Engineer,ic_analyst,0.75,Stackbridge,False,False,False,0,1,linkedin,LI-ENT-Awareness-DataPipeline,linkedin,paid-social,li_ent_awareness_datapipeline,single-image_product-feature_cta-demo,li-abm-strategic-accounts,2025-01-22T09:13:00,newsletter_signup
PRO-00322,Alex Patel,Data Engineer,ic_analyst,0.75,Stackbridge,False,False,False,0,2,google,GGL-NonBrand-DataPipeline,google,paid-search,ggl_nonbrand_datapipeline,text-ad_competitor,data-integration-platform,2025-02-10T12:59:00,gated_content_download
PRO-00322,Alex Patel,Data Engineer,ic_analyst,0.75,Stackbridge,False,False,False,0,3,programmatic,DSP-Awareness-DataEngineers,stackadapt,display,dsp_awareness_dataengineers,display-banner_retarget,lookalike-data-engineers,2025-02-27T13:20:00,gated_content_download
PRO-00323,Taylor Chen,BI Analyst,ic_analyst,0.75,Helix Analytics,True,False,False,0,1,linkedin,LI-Retarget-SiteVisitors-30d,linkedin,paid-social,li_retarget_sitevisitors_30d,single-image_thought-leadership_cta-download,li-mid-analytics-directors,2025-03-13T08:38:00,gated_content_download
PRO-00323,Taylor Chen,BI Analyst,ic_analyst,0.75,Helix Analytics,True,False,False,0,2,google,GGL-NonBrand-ETL-Tools,google,paid-search,ggl_nonbrand_etl_tools,text-ad_search,streamlink-vs-syncflow,2025-03-31T15:32:00,demo_request
PRO-00323,Taylor Chen,BI Analyst,ic_analyst,0.75,Helix Analytics,True,False,False,0,3,linkedin,LI-Retarget-SiteVisitors-30d,linkedin,paid-social,li_retarget_sitevisitors_30d,single-image_thought-leadership_cta-learn-more,li-lookalike-closed-won,2025-04-21T13:01:00,gated_content_download
PRO-00324,Hayden Kim,Data Platform Manager,manager,1.0,Datavera,True,False,False,0,1,google,GGL-RLSA-HighIntent-Visitors,google,paid-search,ggl_rlsa_highintent_visitors,text-ad_search,pipeform-alternative,2025-02-21T14:18:00,trial_signup
PRO-00324,Hayden Kim,Data Platform Manager,manager,1.0,Datavera,True,False,False,0,2,linkedin,LI-ABM-Strategic-ENT,linkedin,paid-social,li_abm_strategic_ent,single-image_pain-point_cta-trial,li-retarget-site-visitors-30d,2025-03-12T16:02:00,trial_signup
PRO-00324,Hayden Kim,Data Platform Manager,manager,1.0,Datavera,True,False,False,0,3,google,GGL-Competitor-Pipeform-Alt,google,paid-search,ggl_competitor_pipeform_alt,text-ad_competitor,pipeform-alternative,2025-03-27T15:10:00,gated_content_download
PRO-00324,Hayden Kim,Data Platform Manager,manager,1.0,Datavera,True,False,False,0,4,linkedin,LI-ENT-Awareness-DataPipeline,linkedin,paid-social,li_ent_awareness_datapipeline,single-image_product-feature_cta-demo,li-ent-data-engineers,2025-04-07T10:48:00,gated_content_download
PRO-00325,Spencer Moore,Director of Business Intelligence,director,1.25,Beacon Platforms,True,True,True,99494,1,linkedin,LI-Retarget-PricingPage-14d,linkedin,paid-social,li_retarget_pricingpage_14d,single-image_product-feature_cta-trial,li-ent-data-engineers,2025-03-05T10:59:00,trial_signup
PRO-00325,Spencer Moore,Director of Business Intelligence,director,1.25,Beacon Platforms,True,True,True,99494,2,google,GGL-Competitor-Streamlink-Alt,google,paid-search,ggl_competitor_streamlink_alt,text-ad_search,streamlink-vs-syncflow,2025-03-17T11:59:00,gated_content_download
PRO-00325,Spencer Moore,Director of Business Intelligence,director,1.25,Beacon Platforms,True,True,True,99494,3,linkedin,LI-Retarget-PricingPage-14d,linkedin,paid-social,li_retarget_pricingpage_14d,single-image_social-proof_cta-learn-more,li-mid-analytics-directors,2025-04-07T14:41:00,gated_content_download
PRO-00326,Phoenix Harris,Director of Data Engineering,director,1.25,Horizon Analytics,False,False,False,0,1,linkedin,LI-ENT-Awareness-DataPipeline,linkedin,paid-social,li_ent_awareness_datapipeline,single-image_thought-leadership_cta-download,li-ent-data-engineers,2025-03-07T13:24:00,newsletter_signup
